bin_id,marker_lineage,ml_uid,completeness,contamination,strain_het,classification,fastani_reference,fastani_reference_radius,fastani_taxonomy,fastani_ani,fastani_af,closest_placement_reference,closest_placement_taxonomy,closest_placement_ani,closest_placement_af,pplacer_taxonomy,classification_method,note,"other_related_references(genome_id,species_name,radius,ANI,AF)",aa_percent,translation_table,red_value,warnings
CarAnox_mtb2-1538,k__Archaea,(UID2),85.98,0.0,0.0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__PEZQ01;f__;g__;s__,,,,,,,,,,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,75.53,11.0,0.469130987565,
CarAnox_mtb2-1394,k__Archaea,(UID2),85.98,0.0,0.0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA12501;g__;s__,,,,,,,,,,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA12501;g__;s__,Placement,taxonomic novelty determined using RED,,83.29,11.0,0.7078856261740001,
CarAnox_mtb2-226,k__Bacteria,(UID1452),85.97,1.98,100.0,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__;g__;s__,Placement,taxonomic novelty determined using RED,,75.79,11.0,0.6926564177560001,
CarAnox_mtb2-1162,k__Bacteria,(UID203),85.96,4.23,0.0,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__;g__;s__,Placement,taxonomic classification fully defined by topology,,80.54,11.0,0.689663209785,Genome has more than 11.7% of markers with multiple hits
CarAnox_mtb2-51,k__Archaea,(UID2),85.67,0.93,0.0,d__Archaea;p__Altiarchaeota;c__Altiarchaeia;o__SCGC-AAA252-I15;f__SCGC-AAA252-I15;g__;s__,,,,,,,,,,d__Archaea;p__Altiarchaeota;c__Altiarchaeia;o__SCGC-AAA252-I15;f__;g__;s__,Placement,taxonomic novelty determined using RED,,86.85,11.0,0.702402539498,
CarAnox_mtb2-1023,k__Bacteria,(UID2565),85.66,0.0,0.0,d__Bacteria;p__Omnitrophota;c__koll11;o__4484-171;f__4484-171;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__4484-171;f__4484-171;g__;s__,Placement,taxonomic novelty determined using RED,,79.4,11.0,0.792776851799,
CarAnox_mtb2-598,k__Bacteria,(UID1452),85.64,0.0,0.0,d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__UBA1369;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__UBA1369;f__;g__;s__,Placement,taxonomic novelty determined using RED,,79.56,11.0,0.680586520519,
CarAnox_mtb2-769,o__Burkholderiales,(UID4002),85.61,0.0,0.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herbaspirillum;s__Herbaspirillum huttiense,GCF_000478365.1,95.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herbaspirillum;s__Herbaspirillum huttiense,97.58,0.9,GCF_000478365.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herbaspirillum;s__Herbaspirillum huttiense,97.58,0.9,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herbaspirillum;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCF_002213425.1, s__Herbaspirillum aquaticum, 95.0, 93.08, 0.82; GCF_000261365.1, s__Herbaspirillum sp000261365, 95.0, 90.62, 0.79; GCF_001591225.1, s__Herbaspirillum rubrisubalbicans, 95.0, 88.0, 0.75; GCF_001040945.1, s__Herbaspirillum seropedicae, 95.0, 87.95, 0.75; GCF_000300975.2, s__Herbaspirillum frisingense, 95.0, 87.62, 0.73; GCF_002213415.1, s__Herbaspirillum robiniae, 95.0, 85.6, 0.67; GCF_001189955.1, s__Herbaspirillum chlorophenolicum, 95.0, 84.47, 0.57; GCF_000282575.1, s__Herbaspirillum sp000282575, 95.0, 82.81, 0.58; GCF_000256565.1, s__Herbaspirillum lusitanum, 95.0, 81.76, 0.54; GCF_001189965.1, s__Herbaspirillum rhizosphaerae, 95.0, 81.04, 0.48; GCF_000282135.1, s__Herbaspirillum sp000282135, 95.0, 81.0, 0.48; GCF_001267925.1, s__Herbaspirillum hiltneri, 95.0, 80.96, 0.51; GCF_000577615.1, s__Herbaspirillum sp000577615, 95.0, 80.9, 0.45; GCF_002257565.1, s__Herbaspirillum sp002257565, 95.0, 79.49, 0.42; GCF_001189915.1, s__Herbaspirillum autotrophicum, 95.0, 78.77, 0.35",82.62,11.0,,
CarAnox_mtb2-1549,p__Euryarchaeota,(UID3),85.6,0.8,0.0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__;g__;s__,,,,,,,,,,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,88.68,11.0,0.44501869176299996,
CarAnox_mtb2-196,k__Bacteria,(UID2565),85.6,2.15,0.0,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,78.57,11.0,0.564523010712,
CarAnox_mtb2-1414,k__Bacteria,(UID2565),85.6,3.23,0.0,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,76.05,11.0,0.563677669058,
CarAnox_mtb2-218,k__Bacteria,(UID2565),85.53,3.23,0.0,d__Bacteria;p__Planctomycetota;c__UBA8108;o__UBA8108;f__UBA8108;g__;s__,,,,,,,,,,d__Bacteria;p__Planctomycetota;c__UBA8108;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,75.97,11.0,0.7842668398720001,
CarAnox_mtb2-1320,p__Euryarchaeota,(UID3),85.52,4.4,14.29,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__;f__;g__;s__,,,,,,,,,,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__;f__;g__;s__,Placement,taxonomic classification fully defined by topology,,82.51,11.0,0.386359182831,
CarAnox_mtb2-180,k__Archaea,(UID2),85.51,0.93,0.0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__BM511;g__;s__,,,,,,,,,,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__;g__;s__,Placement,taxonomic novelty determined using RED,,77.83,11.0,0.7077383365700001,
CarAnox_mtb2-552,k__Bacteria,(UID2565),85.48,2.15,0.0,d__Bacteria;p__Omnitrophota;c__koll11;o__4484-171;f__4484-171;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__4484-171;f__4484-171;g__;s__,Placement,taxonomic novelty determined using RED,,78.53,11.0,0.789986209814,
CarAnox_mtb2-739,k__Bacteria,(UID1453),85.47,0.85,0.0,d__Bacteria;p__Margulisbacteria;c__;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Margulisbacteria;c__;o__;f__;g__;s__,Placement,taxonomic classification fully defined by topology,,84.68,11.0,0.354848941312,
CarAnox_mtb2-1019,k__Bacteria,(UID1452),85.37,1.98,50.0,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SZUA-161;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,77.18,11.0,0.589046035715,
CarAnox_mtb2-1422,k__Bacteria,(UID2565),85.3,0.06,0.0,d__Bacteria;p__Omnitrophota;c__koll11;o__4484-171;f__4484-171;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__4484-171;f__4484-171;g__;s__,Placement,taxonomic novelty determined using RED,,80.87,11.0,0.78708379119,
CarAnox_mtb2-704,c__Deltaproteobacteria,(UID3216),85.27,1.94,0.0,d__Bacteria;p__Myxococcota;c__UBA6777;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Myxococcota;c__;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,72.92,11.0,0.526691569046,
CarAnox_mtb2-890,k__Bacteria,(UID2982),85.26,2.16,0.0,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__,Placement,taxonomic classification fully defined by topology,,84.96,11.0,0.6619262501250001,
CarAnox_mtb2-623,k__Bacteria,(UID2565),85.13,4.3,0.0,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,81.43,11.0,0.557982645433,
CarAnox_mtb2-1214,k__Archaea,(UID2),85.05,0.93,0.0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GCA-2686295;g__GCA-2686295;s__,,,,,,,,,,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__;g__;s__,Placement,taxonomic novelty determined using RED,,77.03,11.0,0.839401330272,
CarAnox_mtb2-1167,k__Archaea,(UID2),85.05,1.87,0.0,d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__GCA-2688035;g__;s__,,,,,,,,,,d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__;g__;s__,Placement,taxonomic novelty determined using RED,,73.77,11.0,0.7081864472399999,
CarAnox_mtb2-1208,k__Bacteria,(UID2565),84.96,3.41,66.67,d__Bacteria;p__Planctomycetota;c__Brocadiae;o__Brocadiales;f__Scalinduaceae;g__Scalindua;s__,,,,,,GCA_002632345.1,d__Bacteria;p__Planctomycetota;c__Brocadiae;o__Brocadiales;f__Scalinduaceae;g__Scalindua;s__Scalindua rubra_B,83.92,0.67,d__Bacteria;p__Planctomycetota;c__Brocadiae;o__Brocadiales;f__Scalinduaceae;g__Scalindua;s__,Placement,taxonomic classification fully defined by topology,"GCF_002443295.1, s__Scalindua sp002443295, 95.0, 80.66, 0.58; GCA_001828595.1, s__Scalindua sp001828595, 95.0, 77.89, 0.32; GCA_001723765.1, s__Scalindua rubra_A, 95.0, 77.12, 0.22",81.67,11.0,0.973921379046,
CarAnox_mtb2-691,k__Bacteria,(UID2565),84.95,0.0,0.0,d__Bacteria;p__Omnitrophota;c__koll11;o__UBA1560;f__Omnitrophaceae_A;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__UBA1560;f__;g__;s__,Placement,taxonomic novelty determined using RED,,77.58,11.0,0.778880632676,
CarAnox_mtb2-938,k__Bacteria,(UID1452),84.85,2.0,0.0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11858;g__;s__,,,,,,,,,,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__;g__;s__,Placement,taxonomic novelty determined using RED,,81.13,11.0,0.842047377277,
CarAnox_mtb2-304,k__Bacteria,(UID1452),84.82,3.47,20.0,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__,Placement,taxonomic novelty determined using RED,,66.77,11.0,0.7241338964219999,
CarAnox_mtb2-610,k__Bacteria,(UID203),84.77,0.86,0.0,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__Tagabacteraceae;g__GCA-002793575;s__,,,,,,,,,,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__Tagabacteraceae;g__;s__,Placement,taxonomic novelty determined using RED,,65.46,11.0,0.860110244609,
CarAnox_mtb2-459,k__Archaea,(UID2),84.74,0.93,0.0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GCA-2687795;g__GCA-2687795;s__,,,,,,GCA_002687795.1,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GCA-2687795;g__GCA-2687795;s__GCA-2687795 sp002687795,78.97,0.44,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__;g__;s__,Placement,taxonomic novelty determined using RED,,79.74,11.0,0.867120505161,
CarAnox_mtb2-1244,k__Bacteria,(UID1452),84.72,0.1,0.0,d__Bacteria;p__Chloroflexota_B;c__UBA11872;o__UBA11872;f__;g__;s__,,,,,,,,,,d__Bacteria;;c__;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,81.61,11.0,0.584980095822,
CarAnox_mtb2-1264,c__Deltaproteobacteria,(UID3216),84.68,0.16,0.0,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA2156;g__;s__,,,,,,,,,,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__,Placement,taxonomic novelty determined using RED,,86.59,11.0,0.761201025796,
CarAnox_mtb2-722,k__Bacteria,(UID1452),84.65,2.09,0.0,d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__UBA1369;f__LOWO2-01-FULL-3;g__;s__,,,,,,,,,,d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__UBA1369;f__LOWO2-01-FULL-3;g__;s__,Placement,taxonomic novelty determined using RED,,79.92,11.0,0.843614360675,
CarAnox_mtb2-334,k__Bacteria,(UID2565),84.59,0.0,0.0,d__Bacteria;p__Omnitrophota;c__koll11;o__4484-171;f__4484-171;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__4484-171;f__4484-171;g__;s__,Placement,taxonomic novelty determined using RED,,79.25,11.0,0.7980137869889999,
CarAnox_mtb2-572,k__Archaea,(UID2),84.58,0.93,0.0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__CG08-08-20-14;g__;s__,,,,,,,,,,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__;g__;s__,Placement,taxonomic novelty determined using RED,,77.69,11.0,0.642211179085,
CarAnox_mtb2-48,k__Archaea,(UID2),84.58,0.93,0.0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__;g__;s__,,,,,,,,,,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__;g__;s__,Placement,taxonomic classification fully defined by topology,,77.91,11.0,0.624473235806,
CarAnox_mtb2-1503,k__Archaea,(UID2),84.58,0.93,0.0,d__Archaea;p__Aenigmarchaeota;c__Aenigmarchaeia;o__GW2011-AR5;f__GW2011-AR5;g__;s__,,,,,,,,,,d__Archaea;p__Aenigmarchaeota;c__Aenigmarchaeia;o__GW2011-AR5;f__;g__;s__,Placement,taxonomic novelty determined using RED,,75.47,11.0,0.661379838948,
CarAnox_mtb2-1620,k__Bacteria,(UID1452),84.55,3.64,0.0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA7937;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,89.4,11.0,0.607114674716,
CarAnox_mtb2-101,k__Bacteria,(UID1452),84.48,2.91,0.0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11858;g__;s__,,,,,,,,,,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__;g__;s__,Placement,taxonomic novelty determined using RED,,87.1,11.0,0.844318092624,
CarAnox_mtb2-1618,c__Deltaproteobacteria,(UID3216),84.42,1.94,0.0,d__Bacteria;p__Myxococcota;c__UBA6777;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Myxococcota;c__;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,76.33,11.0,0.5249620528819999,
CarAnox_mtb2-1556,k__Bacteria,(UID1452),84.39,4.12,12.5,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11858;g__;s__,,,,,,,,,,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__;g__;s__,Placement,taxonomic novelty determined using RED,,85.42,11.0,0.836530757803,
CarAnox_mtb2-499,k__Bacteria,(UID1452),84.38,2.97,0.0,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA2162;g__;s__,,,,,,,,,,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA2162;g__;s__,Placement,taxonomic novelty determined using RED,,79.15,11.0,0.7771533290189999,
CarAnox_mtb2-868,k__Archaea,(UID2),84.35,0.47,0.0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA10200;g__;s__,,,,,,,,,,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__;g__;s__,Placement,taxonomic novelty determined using RED,,76.87,11.0,0.683672290617,
CarAnox_mtb2-501,f__Rhodobacteraceae,(UID3356),84.31,1.08,20.0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Dinoroseobacter;s__,,,,,,GCF_000018145.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Dinoroseobacter;s__Dinoroseobacter shibae,76.75,0.09,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__,Placement,taxonomic novelty determined using RED,,76.11,11.0,0.935628851893,
CarAnox_mtb2-190,c__Deltaproteobacteria,(UID3216),84.3,1.29,0.0,d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Myxococcota;c__UBA9042;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,93.39,11.0,0.579591000385,
CarAnox_mtb2-421,k__Bacteria,(UID2565),84.23,1.61,50.0,d__Bacteria;p__Omnitrophota;c__koll11;o__4484-171;f__4484-171;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__4484-171;f__4484-171;g__;s__,Placement,taxonomic novelty determined using RED,,80.5,11.0,0.790922450094,
CarAnox_mtb2-1398,c__Deltaproteobacteria,(UID3216),84.19,2.9,16.67,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA2156;g__;s__,,,,,,,,,,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__,Placement,taxonomic novelty determined using RED,,84.17,11.0,0.760902724866,
CarAnox_mtb2-2,k__Bacteria,(UID3187),84.17,0.17,0.0,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__,,,,,,GCA_002716165.1,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__Arctic96AD-7 sp002716165,82.91,0.69,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__,Placement,taxonomic classification fully defined by topology,"GCA_001627865.1, s__Arctic96AD-7 sp001627865, 95.0, 80.49, 0.69; GCA_000213335.2, s__Arctic96AD-7 sp000213335, 95.0, 77.86, 0.14; GCA_002082305.1, s__Arctic96AD-7 sp002082305, 95.0, 77.29, 0.25; GCA_002704555.1, s__Arctic96AD-7 sp002704555, 95.0, 77.07, 0.13; GCA_002685535.1, s__Arctic96AD-7 sp002685535, 95.0, 77.05, 0.17; GCA_003212435.1, s__Arctic96AD-7 sp003212435, 95.0, 76.33, 0.14",86.63,11.0,0.970302392297,
CarAnox_mtb2-750,k__Archaea,(UID2),84.11,0.93,0.0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__;g__;s__,,,,,,,,,,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__;g__;s__,Placement,taxonomic classification fully defined by topology,,79.78,11.0,0.6287152893860001,
CarAnox_mtb2-419,k__Archaea,(UID2),84.11,1.87,0.0,d__Archaea;p__UAP2;c__UBA543;o__UBA543;f__UBA543;g__UBA543;s__,,,,,,GCA_002502135.1,d__Archaea;p__UAP2;c__UBA543;o__UBA543;f__UBA543;g__UBA543;s__UBA543 sp002502135,78.88,0.47,d__Archaea;p__UAP2;c__UBA543;o__UBA543;f__;g__;s__,Placement,taxonomic novelty determined using RED,,80.6,11.0,0.847424307045,
CarAnox_mtb2-1564,k__Archaea,(UID2),84.11,3.27,25.0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__;g__;s__,,,,,,,,,,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__;g__;s__,Placement,taxonomic classification fully defined by topology,,76.19,11.0,0.619858325585,
CarAnox_mtb2-791,k__Archaea,(UID2),83.88,0.93,0.0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR4;g__;s__,,,,,,,,,,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR4;g__;s__,Placement,taxonomic novelty determined using RED,,78.55,11.0,0.691669841881,
CarAnox_mtb2-495,k__Archaea,(UID2),83.88,0.93,0.0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GCA-2687795;g__;s__,,,,,,,,,,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__;g__;s__,Placement,taxonomic novelty determined using RED,,76.31,11.0,0.694423976603,
CarAnox_mtb2-770,c__Deltaproteobacteria,(UID3216),83.87,4.52,0.0,d__Bacteria;p__Myxococcota;c__Bradimonadia;o__UBA7976;f__UBA1532;g__;s__,,,,,,,,,,d__Bacteria;p__Myxococcota;c__Bradimonadia;o__UBA7976;f__UBA1532;g__;s__,Placement,taxonomic novelty determined using RED,,94.76,11.0,0.756808565242,
CarAnox_mtb2-486,k__Bacteria,(UID1452),83.66,0.11,100.0,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,75.26,11.0,0.652023869089,
CarAnox_mtb2-430,k__Archaea,(UID2),83.64,4.21,16.67,d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__;f__;g__;s__,,,,,,,,,,d__Archaea;;c__;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,75.76,11.0,0.277661776939,
CarAnox_mtb2-314,k__Archaea,(UID2),83.64,1.87,0.0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__;s__,,,,,,,,,,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__;s__,Placement,taxonomic classification fully defined by topology,,76.01,11.0,0.792902288476,
CarAnox_mtb2-620,o__Actinomycetales,(UID1696),83.63,0.0,0.0,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__S36-B12;g__S36-B12;s__,,,,,,GCA_002729215.1,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__S36-B12;g__S36-B12;s__S36-B12 sp002729215,91.66,0.83,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__S36-B12;g__S36-B12;s__,Placement,taxonomic classification fully defined by topology,"GCA_002728915.1, s__S36-B12 sp002728915, 95.0, 92.23, 0.79; GCA_002694095.1, s__S36-B12 sp002694095, 95.0, 91.8, 0.81",80.2,11.0,0.983983921665,
CarAnox_mtb2-1441,k__Bacteria,(UID2982),83.61,4.08,28.57,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__UBA8416;g__;s__,,,,,,,,,,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__,Placement,taxonomic novelty determined using RED,,78.29,11.0,0.7751669898770001,
CarAnox_mtb2-975,c__Deltaproteobacteria,(UID3216),83.57,2.58,0.0,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__4572-123;g__;s__,,,,,,,,,,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__,Placement,taxonomic novelty determined using RED,,86.9,11.0,0.755985949633,
CarAnox_mtb2-224,k__Bacteria,(UID2495),83.52,0.0,0.0,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__GCA-2722105;s__,,,,,,GCA_002722105.1,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__GCA-2722105;s__GCA-2722105 sp002722105,77.05,0.18,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__;s__,Placement,taxonomic novelty determined using RED,,82.6,11.0,0.866911222423,
CarAnox_mtb2-428,k__Bacteria,(UID2565),83.33,2.15,0.0,d__Bacteria;p__Omnitrophota;c__koll11;o__UBA10183;f__UBA10183;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,78.75,11.0,0.761467484973,
CarAnox_mtb2-395,p__Euryarchaeota,(UID3),83.29,0.0,0.0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__Thalassarchaeum;s__,,,,,,,,,,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__Thalassarchaeum;s__,Placement,taxonomic classification fully defined by topology,"GCA_002505325.1, s__Thalassarchaeum sp002505325, 95.0, 80.03, 0.65; GCA_002457605.1, s__Thalassarchaeum sp002457605, 95.0, 79.97, 0.63; GCA_002495735.1, s__Thalassarchaeum sp002495735, 95.0, 79.83, 0.69; GCA_002507125.1, s__Thalassarchaeum sp002507125, 95.0, 79.07, 0.54; GCA_003193925.1, s__Thalassarchaeum betae, 95.0, 78.77, 0.57; GCA_002698225.1, s__Thalassarchaeum sp002698225, 95.0, 78.29, 0.32; GCA_002714745.1, s__Thalassarchaeum sp002714745, 95.0, 77.99, 0.28; GCA_002727275.1, s__Thalassarchaeum sp002727275, 95.0, 77.39, 0.24; GCA_002503055.1, s__Thalassarchaeum sp002503055, 95.0, 77.12, 0.23; GCA_002501885.1, s__Thalassarchaeum sp002501885, 95.0, 76.75, 0.2",81.44,11.0,0.9470057279709999,
CarAnox_mtb2-1684,c__Deltaproteobacteria,(UID3216),83.23,0.86,0.0,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA2156;g__;s__,,,,,,,,,,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__,Placement,taxonomic novelty determined using RED,,89.52,11.0,0.770023089261,
